Structure [idcode]	Molecule Name	Total Molweight	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Polar Surface Area	Mutagenic	Tumorigenic	Irritant	Non-H Atoms	Stereo Centers	Rotatable Bonds	Smiles	InChI	InChI-Key	
fby@`D@HQrSZjjjjkUUTuUTBBd	1hms	281.458	4.6431	-4.551	2	0	270.18	40.13	none	none	none	20	0	15	CCCCCCCC/C=C\CCCCCCCC([O-])=O	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/p-1	ZQPPMHVWECSIRJ-UHFFFAOYSA-M	
faca@@D@RYUoV]fZR}ZfiffZjj@PdJUV`	1erb	327.510	6.1807	-3.77	2	1	293.56	29.1	none	high	none	24	0	6	CCNC(/C=C(\C)/C=C/C=C(\C)/C=C/C1=C(C)CCCC1(C)C)=O	InChI=1S/C22H33NO/c1-7-23-21(24)16-18(3)11-8-10-17(2)13-14-20-19(4)12-9-15-22(20,5)6/h8,10-11,13-14,16H,7,9,12,15H2,1-6H3,(H,23,24)	WKYDOCGICAMTKE-UHFFFAOYSA-N	
f`aAJBHHpQdkN|CpqqNrRSFIQSIJtuUUUUTiNHTTmP@	1z4n	258.118	-8.3598	1.831	9	4	160.49	172.38	none	none	none	16	5	3	[O-]P([O-])(O[C@H]([C@@H]([C@H]1O)O)O[C@H](CO)[C@@H]1O)=O	InChI=1S/C6H13O9P/c7-1-2-3(8)4(9)5(10)6(14-2)15-16(11,12)13/h2-10H,1H2,(H2,11,12,13)/p-2/t2-,3-,4-,5-,6-/m1/s1	HXXFSFRBOHSIMQ-QZABAPFNSA-L	
fc@PD@H]mGYELeEMHeETdiLmmVCDmYkZjjjjjjjjjeTSDJJfhFQfUUK`@	1e3v	391.570	1.9555	-4.879	4	2	292.68	80.59	none	none	none	28	10	4	C[C@H](CCC([O-])=O)[C@@H](CC[C@H]1[C@H](CC2)[C@H](C3)[C@@](C)(CC4)[C@H]2C[C@@H]4O)[C@@]1(C)[C@H]3O	InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/p-1/t14-,15+,16+,17-,18-,19-,20-,21+,23+,24-/m1/s1	KXGVEGMKQFWNSR-UMZMQKSNSA-M	
efY\NH@LDbhDKNalRP@cIICEDdeEDXTmELdhmEdYE\CCbSRmTEAUEULDEEUAUDd\fr^dL@@	2hs2	547.671	2.237	-3.96	10	3	401.06	148.8	none	none	none	38	5	11	CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(O[C@@H]1[C@H](CCO2)[C@H]2OC1)=O)O)S(c(cc1)ccc1N)(=O)=O	InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)/t22-,23-,24+,25-,26-/m0/s1	CJBJHOAVZSMMDJ-BONDPLATSA-N	
fbuPJBCA`cANJ}dGacb]ddfJbTQbbvejJVjjjjYflL`iI@@	1jmg	306.166	-7.4301	0.59	10	2	200.46	161.1	low	none	none	20	3	4	[O-]P([O-])(OC[C@H]([C@H](C1)O)O[C@H]1N(C=CC(N1)=O)C1=O)=O	InChI=1S/C9H13N2O8P/c12-5-3-8(11-2-1-7(13)10-9(11)14)19-6(5)4-18-20(15,16)17/h1-2,5-6,8,12H,3-4H2,(H,10,13,14)(H2,15,16,17)/p-2/t5-,6+,8-/m0/s1	JSRLJPSBLDHEIO-BBVRLYRLSA-L	
fhiQp@DX@sbg^Bdrk[MjRfcMTuUUUThaJTtcH@	1a8i	248.190	-3.6146	-0.277	9	6	154.49	148.35	none	none	none	17	5	1	OC[C@H]([C@H]([C@@H]([C@H]1O)O)O)O[C@@]1(C(N1)=O)NC1=O	InChI=1S/C8H12N2O7/c11-1-2-3(12)4(13)5(14)8(17-2)6(15)9-7(16)10-8/h2-5,11-14H,1H2,(H2,9,10,15,16)/t2-,3+,4-,5-,8+/m1/s1	QRXBDPYWCAAAAI-AOYKQRMJSA-N	
f`q``DF@Pcdfye^uDiwf``bjb@@	3b4p	218.275	0.2714	-3.263	3	1	177.8	52.16	none	none	none	16	0	3	[O-]C(c(cccc1)c1NC1CCCCC1)=O	InChI=1S/C13H17NO2/c15-13(16)11-8-4-5-9-12(11)14-10-6-2-1-3-7-10/h4-5,8-10,14H,1-3,6-7H2,(H,15,16)/p-1	JSXMFCCPQQJLCR-UHFFFAOYSA-M	
fi{@r@BZMYwPQFQQQSIIQPyQKJLDt_QpPQTsSUMEXCJp\PFj`	1bgq	364.780	2.7383	-3.667	6	2	267.81	96.36	none	high	none	25	3	0	C[C@H](C[C@H]1O[C@@H]1/C=C\C=C\C(Cc1c2c(O)cc(O)c1Cl)=O)OC2=O	InChI=1S/C18H17ClO6/c1-9-6-15-14(25-15)5-3-2-4-10(20)7-11-16(18(23)24-9)12(21)8-13(22)17(11)19/h2-5,8-9,14-15,21-22H,6-7H2,1H3/t9-,14-,15-/m1/s1	WYZWZEOGROVVHK-DFKRKDTASA-N	
eh\QJ@DD@fickg`PMCHdcNR{HheEDeDjeEChdieDUGIekofhJAhij`@@b@`HP@	1dhj	452.430	-5.3805	-3.767	13	3	335.81	216.2	none	high	none	33	1	9	CN(Cc1nc2c(N)nc(N)nc2nc1)c(cc1)ccc1C(N[C@@H](CCC([O-])=O)C([O-])=O)=O	InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/p-2/t13-/m0/s1	FBOZXECLQNJBKD-ZDUSSCGKSA-L	
fhi@`@@ArJIKJQPiZcG^`@j`@`@@	2e2r	228.290	2.8655	-2.297	2	2	180.65	40.46	high	high	high	17	0	2	CC(C)(c(cc1)ccc1O)c(cc1)ccc1O	InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3	IISBACLAFKSPIT-UHFFFAOYSA-N	
dcLJB@PUuNR[eY~eijjkFgJT@	1we2	173.143	-3.6918	-0.324	5	3	120.3	100.82	none	none	none	12	3	1	[O-]C(C(C[C@H]([C@@H]1O)O)=C[C@H]1O)=O	InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)/p-1/t4-,5+,6+/m1/s1	JXOHGGNKMLTUBP-SRQIZXRXSA-M	
efY\NH@LDbhDKNalRP@cIICEDdeEDXTmELdhmEdYE\CCbSRmTEAUEULDEEUAUDd\fr^dL@@	2ieo	547.671	2.237	-3.96	10	3	401.06	148.8	none	none	none	38	5	11	CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(O[C@@H]1[C@H](CCO2)[C@H]2OC1)=O)O)S(c(cc1)ccc1N)(=O)=O	InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)/t22-,23-,24+,25-,26-/m0/s1	CJBJHOAVZSMMDJ-BONDPLATSA-N	
fi{``DI@SJ\bbbRTVbtjfbREiwncZBBbjj`@HHrRaeF@@	2bys	338.469	1.3713	-3.962	3	2	286.52	41.74	none	none	none	25	4	6	C[N@H+]1[C@H](CC(c2ccccc2)=O)CCC[C@@H]1C[C@H](c1ccccc1)O	InChI=1S/C22H27NO2/c1-23-19(15-21(24)17-9-4-2-5-10-17)13-8-14-20(23)16-22(25)18-11-6-3-7-12-18/h2-7,9-12,19-21,24H,8,13-16H2,1H3/p+1/t19-,20+,21-/m1/s1	MXYUKLILVYORSK-QHAWAJNXSA-O	
fasAR@BZMYpHcHhhiddhh\dddpS^pPQTsUULPHU`	2iwx	352.813	4.4602	-4.104	5	2	269.96	83.83	none	high	low	24	0	0	Oc(c(C(OCC/C=C/CCCCC1)=O)c2CC1=O)cc(O)c2Cl	InChI=1S/C18H21ClO5/c19-17-13-10-12(20)8-6-4-2-1-3-5-7-9-24-18(23)16(13)14(21)11-15(17)22/h3,5,11,21-22H,1-2,4,6-10H2	VZTAZMSAAIUZJV-UHFFFAOYSA-N	
fbuqrFCAsAFB\UxGacb\F\ddqTRbLTVtmQRuUUUSKUadEIH@	1nje	306.190	-7.9805	0.45	10	3	191.23	171.99	none	none	none	20	3	4	NC(C=CN1[C@@H](C2)O[C@H](COP([O-])([O-])=O)[C@H]2O)=[NH+]C1=O	InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/p-1/t5-,6+,8-/m0/s1	NCMVOABPESMRCP-BBVRLYRLSA-M	
ek`PL@H@DGDNR[e[W[e[ZZxDtLrJzVZ@@@j@Bjj`JBq@@	1fcx	387.497	3.4404	-6.785	3	1	295.63	60.36	low	low	none	29	1	3	CC(C)(CCC1(C)C)c2c1cc([C@H](c1ccc(cc(cc3)C([O-])=O)c3c1)O)cc2	InChI=1S/C26H28O3/c1-25(2)11-12-26(3,4)22-15-19(9-10-21(22)25)23(27)18-7-5-17-14-20(24(28)29)8-6-16(17)13-18/h5-10,13-15,23,27H,11-12H2,1-4H3,(H,28,29)/p-1/t23-/m0/s1	AYAJZQYENGWICE-QHCPKHFHSA-M	
deTJ@@qaeJYyzzjjjJHRi]@@	1ogd	150.129	-2.0188	0.122	5	4	99.16	90.15	none	none	high	10	4	0	O[C@H](CO[C@H]([C@@H]1O)O)[C@H]1O	InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3-,4+,5+/m0/s1	SRBFZHDQGSBBOR-QMKXCQHVSA-N	
ffcIBDMIsTh@bliSJl|{KOqU`~SPP@PLULD@@	1q66	313.404	-2.0684	-4.687	5	3	232.96	120.42	none	none	none	22	0	4	NC(N1)=Nc2c(CSc3ccccc3)cc(C[NH3+])cc2C1=O	InChI=1S/C16H16N4OS/c17-8-10-6-11(9-22-12-4-2-1-3-5-12)14-13(7-10)15(21)20-16(18)19-14/h1-7H,8-9,17H2,(H3,18,19,20,21)/p+1	CBFXRTSHUMEYKQ-UHFFFAOYSA-O	
fbmYB@LDTFJ\`BLdTRRabRbTSNF|zMMTDCERd@@	1q63	288.334	-0.1775	-3.387	7	4	208.32	147.48	none	none	none	20	0	3	Nc(cc12)cc(CSc3ncc[nH]3)c2N=C(N)NC1=O	InChI=1S/C12H12N6OS/c13-7-3-6(5-20-12-15-1-2-16-12)9-8(4-7)10(19)18-11(14)17-9/h1-4H,5,13H2,(H,15,16)(H3,14,17,18,19)	CEWKWXPCQGWWBM-UHFFFAOYSA-N	
fbyprAL\BpSoIr@HAwnCN^rIQJJ[IJJVUTsUSTrDJr@@	1r4w	305.310	-6.6276	-0.99	9	3	203.5	166.1	none	none	none	20	2	9	[NH3+][C@@H](CCC(N[C@@H](C[S-])C(NCC([O-])=O)=O)=O)C([O-])=O	InChI=1S/C10H17N3O6S/c11-5(10(18)19)1-2-7(14)13-6(4-20)9(17)12-3-8(15)16/h5-6,20H,1-4,11H2,(H,12,17)(H,13,14)(H,15,16)(H,18,19)/p-2/t5-,6-/m0/s1	RWSXRVCMGQZWBV-WDSKDSINSA-L	
efY\NH@LDbhDKNalRP@cIICEDdeEDXTmELdhmEdYE\CCbSRmTEAUEULDEEUAUDd\fr^dL@@	3d20	547.671	2.237	-3.96	10	3	401.06	148.8	none	none	none	38	5	11	CC(C)CN(C[C@H]([C@H](Cc1ccccc1)NC(O[C@@H]1[C@H](CCO2)[C@H]2OC1)=O)O)S(c(cc1)ccc1N)(=O)=O	InChI=1S/C27H37N3O7S/c1-18(2)15-30(38(33,34)21-10-8-20(28)9-11-21)16-24(31)23(14-19-6-4-3-5-7-19)29-27(32)37-25-17-36-26-22(25)12-13-35-26/h3-11,18,22-26,31H,12-17,28H2,1-2H3,(H,29,32)/t22-,23-,24+,25-,26-/m0/s1	CJBJHOAVZSMMDJ-BONDPLATSA-N	
fewAP@@Vkv^QQISQJFKIQJVZcEF|EIVfjjjjjijjxqBfhZ^`Xf@@	2v95	362.464	1.4168	-3.186	5	3	254.59	94.83	none	none	none	26	7	2	C[C@](C[C@@H]1O)([C@@H](CC2)[C@H](CC3)[C@H]1[C@@](C)(CC1)C3=CC1=O)[C@]2(C(CO)=O)O	InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16+,18-,19+,20+,21+/m1/s1	JYGXADMDTFJGBT-BMXPDEKXSA-N	
deVHBIBYRfuunh@J@@	2hjb	138.189	-2.5763	-1.594	2	1	117.01	36.87	none	none	none	10	0	2	COc1ccc(C[NH3+])cc1	InChI=1S/C8H11NO/c1-10-8-4-2-7(6-9)3-5-8/h2-5H,6,9H2,1H3/p+1	IDPURXSQCKYKIJ-UHFFFAOYSA-O	
fmoPpDBL@`JVsQvQSQJZIIQSQIYELEZI^uZuMPPADEERD@@	1yc1	367.336	0.6052	-4.712	8	3	265.37	127.73	none	none	none	27	0	4	CCc(c(O)c1)cc(-c2n[nH]c(C([O-])=O)c2-c(cc2)cc3c2OCO3)c1O	InChI=1S/C19H16N2O6/c1-2-9-5-11(13(23)7-12(9)22)17-16(18(19(24)25)21-20-17)10-3-4-14-15(6-10)27-8-26-14/h3-7,22-23H,2,8H2,1H3,(H,20,21)(H,24,25)/p-1	LCTWZJKHOGKNMX-UHFFFAOYSA-M	
ec`PJ@@@DKOMlbbVTTbTTlJTfVqEDa`TQUTrsTuUUUUUUUURLKaRQQNRIYJiKH@	1lke	390.518	2.0703	-3.869	5	3	272.1	86.99	none	none	none	28	9	1	C[C@]([C@H](CC1)C(CO2)=CC2=O)([C@@H](C[C@@H]([C@H]2CC3)[C@@](C)(CC4)[C@H]3C[C@H]4O)O)[C@@]12O	InChI=1S/C23H34O5/c1-21-7-5-15(24)10-14(21)3-4-17-18(21)11-19(25)22(2)16(6-8-23(17,22)27)13-9-20(26)28-12-13/h9,14-19,24-25,27H,3-8,10-12H2,1-2H3/t14-,15+,16+,17+,18+,19+,21-,22-,23-/m0/s1	SHIBSTMRCDJXLN-OJCRQJQLSA-N	
eh\QJ@DD@fickg`PMCHdcNR{HheEDeDjeEChdieDUGIekofhJAhij`@@b@`HP@	1dhi	452.430	-5.3805	-3.767	13	3	335.81	216.2	none	high	none	33	1	9	CN(Cc1nc2c(N)nc(N)nc2nc1)c(cc1)ccc1C(N[C@@H](CCC([O-])=O)C([O-])=O)=O	InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/p-2/t13-/m0/s1	FBOZXECLQNJBKD-ZDUSSCGKSA-L	
fbuqrFCAsAFB\UxGacb\F\ddqTRbLTVtmQRuUUUSKUadEIH@	1njc	306.190	-7.9805	0.45	10	3	191.23	171.99	none	none	none	20	3	4	NC(C=CN1[C@@H](C2)O[C@H](COP([O-])([O-])=O)[C@H]2O)=[NH+]C1=O	InChI=1S/C9H14N3O7P/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(19-8)4-18-20(15,16)17/h1-2,5-6,8,13H,3-4H2,(H2,10,11,14)(H2,15,16,17)/p-1/t5-,6+,8-/m0/s1	NCMVOABPESMRCP-BBVRLYRLSA-M	
eh\QJ@DD@fickg`PMCHdcNR{HheEDeDjeEChdieDUGIekofhJAhij`@@b@`HP@	2drc	452.430	-5.3805	-3.767	13	3	335.81	216.2	none	high	none	33	1	9	CN(Cc1nc2c(N)nc(N)nc2nc1)c(cc1)ccc1C(N[C@@H](CCC([O-])=O)C([O-])=O)=O	InChI=1S/C20H22N8O5/c1-28(9-11-8-23-17-15(24-11)16(21)26-20(22)27-17)12-4-2-10(3-5-12)18(31)25-13(19(32)33)6-7-14(29)30/h2-5,8,13H,6-7,9H2,1H3,(H,25,31)(H,29,30)(H,32,33)(H4,21,22,23,26,27)/p-2/t13-/m0/s1	FBOZXECLQNJBKD-ZDUSSCGKSA-L	
el^TBH@A@bNOO`IAIf]VZYYf}UU|abHYXDzEyFjjjjfP@H@A@hCBAHIb@@	1vyq	472.515	3.5186	-4.681	6	1	351.32	67.87	none	none	none	35	3	7	O=C(C=CN1[C@@H](C2)O[C@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@H]2F)NC1=O	InChI=1S/C28H25FN2O4/c29-23-18-26(31-17-16-25(32)30-27(31)33)35-24(23)19-34-28(20-10-4-1-5-11-20,21-12-6-2-7-13-21)22-14-8-3-9-15-22/h1-17,23-24,26H,18-19H2,(H,30,32,33)/t23-,24+,26-/m0/s1	GJNIPWYJQUGERM-GSLIJJQTSA-N	
ffc`P@H`QxNQQJJIJIZJHiSkQSejB`jFjhhaEqFUh@	1q72	303.357	1.8508	-2.549	5	0	227.86	55.84	none	none	high	22	4	5	CN([C@@H](CC1)C[C@@H]2OC(c3ccccc3)=O)[C@H]1[C@H]2C(OC)=O	InChI=1S/C17H21NO4/c1-18-12-8-9-13(18)15(17(20)21-2)14(10-12)22-16(19)11-6-4-3-5-7-11/h3-7,12-15H,8-10H2,1-2H3/t12-,13-,14+,15-/m1/s1	ZPUCINDJVBIVPJ-APIJFGDWSA-N	
fnkAa@MIZBPQHYEIddhhehdd]QdmNbVmUUAP@PEPXhfPT@@	2z4b	318.318	4.1885	-4.087	3	2	216.85	49.69	none	none	none	23	3	1	Oc1ccc([C@@H]([C@@H](C2)[C@H]3CC2(F)F)Oc(cc2)c3cc2O)cc1	InChI=1S/C18H16F2O3/c19-18(20)8-14-13-7-12(22)5-6-16(13)23-17(15(14)9-18)10-1-3-11(21)4-2-10/h1-7,14-15,17,21-22H,8-9H2/t14-,15-,17+/m1/s1	QJSMFUTULGSHNQ-INMHGKMJSA-N	
deeDBLXDZTf]ZZjj@@	1uv6	147.197	-3.7317	-0.008	4	1	119.95	52.32	none	none	none	10	0	4	C[N+](C)(C)CCOC(N)=O	InChI=1S/C6H14N2O2/c1-8(2,3)4-5-10-6(7)9/h4-5H2,1-3H3,(H-,7,9)/p+1	VPJXQGSRWJZDOB-UHFFFAOYSA-O	
fluIPDDTyHFgQSR\bbTRQTRbrYpTk^ZiVjjjjHiFUiz@@	2fqw	269.236	-4.2438	-1.624	9	5	170.03	130.45	none	none	none	19	4	2	OC[C@H]([C@H]([C@H]1O)O)O[C@H]1n1c(N=CNC2=O)c2[nH+]c1	InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/p+1/t4-,6-,7+,10+/m0/s1	UGQMRVRMYYASKQ-FCIPNVEPSA-O	
emP~B@HDKGONkfPIhTVYrJIQQIISPqIISYSIYIIYQIRppIj[Z{xFUUj@@@hjjB@@JjjhHH@@	2bak	584.699	2.0471	-6.05	11	3	464.09	115.17	none	none	none	43	0	10	Cc(ccc(NC(c1cc(N2CCOCC2)ncc1)=O)c1)c1Nc(c1c2)ncnc1cc(OC)c2OCC[NH+]1CCCC1	InChI=1S/C32H37N7O4/c1-22-5-6-24(36-32(40)23-7-8-33-30(17-23)39-12-14-42-15-13-39)18-26(22)37-31-25-19-29(43-16-11-38-9-3-4-10-38)28(41-2)20-27(25)34-21-35-31/h5-8,17-21H,3-4,9-16H2,1-2H3,(H,36,40)(H,34,35,37)/p+1	LGTPGGBSDIEHKM-UHFFFAOYSA-O	
ff}aqBLPQXLRu@DJBH}WlddJbbbTVajbc^RmSAS@qM@@@	1xgj	341.320	-3.7022	-2.689	8	2	225.91	183.28	none	none	none	22	0	4	[O-]C(c(scc1)c1S(Nc(ccc(C([O-])=O)c1)c1O)(=O)=O)=O	InChI=1S/C12H9NO7S2/c14-8-5-6(11(15)16)1-2-7(8)13-22(19,20)9-3-4-21-10(9)12(17)18/h1-5,13-14H,(H,15,16)(H,17,18)/p-2	RDPXXOOKKRIKFN-UHFFFAOYSA-L	
fluI@BNBbd@NcJSLl{joLdkSoPPLT@S@@@@	1o2s	252.276	0.2492	-2.945	5	3	175.56	103.35	none	none	none	19	0	2	NC(c(cc1)cc2c1[nH]c(-c(cccc1)c1[O-])n2)=[NH2+]	InChI=1S/C14H12N4O/c15-13(16)8-5-6-10-11(7-8)18-14(17-10)9-3-1-2-4-12(9)19/h1-7,19H,(H3,15,16)(H,17,18)	URJKRCBBKTXOHS-UHFFFAOYSA-N	
ehZXBHDCgHji`@bKcirQQQQIIJIHpi[IIQHbcPJqKh[xFi@H@X`HBjjhB@@@	2r6y	459.565	1.5686	-6.597	5	2	358.35	102.27	none	none	none	33	0	7	[O-]c(cc1)cc2c1c(C(c(cc1)ccc1OCC[NH+]1CCCC1)=O)c(-c(cc1)ccc1O)s2	InChI=1S/C27H25NO4S/c29-20-7-3-19(4-8-20)27-25(23-12-9-21(30)17-24(23)33-27)26(31)18-5-10-22(11-6-18)32-16-15-28-13-1-2-14-28/h3-12,17,29-30H,1-2,13-16H2	JLERVPBPJHKRBJ-UHFFFAOYSA-N	
dkLBA@SSScyImUUfjji`@	1tuf	186.206	-2.5466	-1.824	4	0	160.38	80.26	none	none	none	13	0	8	[O-]C(CCCCCCCC([O-])=O)=O	InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)/p-2	BDJRBEYXGGNYIS-UHFFFAOYSA-L	
dcLF@@siWTify^ajjjjjHdIUAP@	1axz	180.155	-2.6208	0.251	6	5	118.01	110.38	none	none	none	12	5	1	OC[C@H]([C@@H]([C@@H]([C@H]1O)O)O)O[C@H]1O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4-,5-,6-/m1/s1	WQZGKKKJIJFFOK-QZABAPFNSA-N	
fj}IBBEZrT`LPgYgHhhmDhTdeeFBMXLXHHfh@f@@@	1o3k	345.199	1.3183	-4.123	5	3	206.45	103.35	none	none	none	21	0	2	Cc(cc1-c2nc(ccc(C(N)=[NH2+])c3)c3[nH]2)cc(Br)c1[O-]	InChI=1S/C15H13BrN4O/c1-7-4-9(13(21)10(16)5-7)15-19-11-3-2-8(14(17)18)6-12(11)20-15/h2-6,21H,1H3,(H3,17,18)(H,19,20)	XKCHOMIJYLHXLI-UHFFFAOYSA-N	
e`TRFHDLEEmiLbick`@`kknrQQQSSEQQIQJUQJZdLI][OULtuAPMQMMTLAb@@	1i00	456.478	-3.4317	-3.727	10	2	336.01	182.3	none	none	none	32	1	9	CC(N1)=Nc(ccc(CN(C)c2ccc(C(N[C@@H](CCC([O-])=O)C([O-])=O)=O)s2)c2)c2C1=O	InChI=1S/C21H22N4O6S/c1-11-22-14-4-3-12(9-13(14)19(28)23-11)10-25(2)17-7-6-16(32-17)20(29)24-15(21(30)31)5-8-18(26)27/h3-4,6-7,9,15H,5,8,10H2,1-2H3,(H,24,29)(H,26,27)(H,30,31)(H,22,23,28)/p-2/t15-/m0/s1	IVTVGDXNLFLDRM-HNNXBMFYSA-L	
dazDABADxiR[ZZj`@	2b4l	117.147	-6.0194	0.683	3	0	95.2	40.13	none	none	none	8	0	2	C[N+](C)(C)CC([O-])=O	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3	KWIUHFFTVRNATP-UHFFFAOYSA-N	
deVBBHCafIReeTfjjjlRDfP@	1w3j	150.153	-1.7122	-0.215	5	4	101.81	86.53	none	none	none	10	3	1	OC[C@H]([C@H]1O)O[NH2+]C[C@H]1O	InChI=1S/C5H11NO4/c7-2-4-5(9)3(8)1-6-10-4/h3-9H,1-2H2/p+1/t3-,4+,5+/m0/s1	KHVCOYGKHDJPBZ-VPENINKCSA-O	
fleQ`DFR@aJNR[fU~UlRoAZBAH@J@DAP	1srg	255.252	1.2691	-4.169	5	1	199.93	85.08	high	high	none	19	0	3	Cc(cc(cc1)/N=N/c(cccc2)c2C([O-])=O)c1O	InChI=1S/C14H12N2O3/c1-9-8-10(6-7-13(9)17)15-16-12-5-3-2-4-11(12)14(18)19/h2-8,17H,1H3,(H,18,19)/p-1	SBSCJWJICRGLIV-UHFFFAOYSA-M	
ffshrDC^bVlDXIKPO@gIU[wOsJzpRmAcdkUUUU@`UQPDiNPTU@@	3clp	328.200	-4.5882	-1.653	11	2	206.27	167.48	none	none	none	22	5	1	Nc1c2ncn([C@@H]([C@@H]3O)O[C@H](CO4)[C@H]3O[P@]4([O-])=O)c2ncn1	InChI=1S/C10H12N5O6P/c11-8-5-9(13-2-12-8)15(3-14-5)10-6(16)7-4(20-10)1-19-22(17,18)21-7/h2-4,6-7,10,16H,1H2,(H,17,18)(H2,11,12,13)/p-1/t4-,6+,7+,10-/m0/s1	IVOMOUWHDPKRLL-WDHZHIADSA-M	
fbuXRDIF]ENXHqPGaclddjTVbbRtUgAbuUUPHEP`BX`@	1lv8	301.222	-5.7795	-1.996	10	3	210.31	175.04	none	none	none	20	2	5	C[C@@H](Cn1c2nc(N)nc(N)c2nc1)OC[P@]([O-])(O)=O	InChI=1S/C9H15N6O4P/c1-5(19-4-20(16,17)18)2-15-3-12-6-7(10)13-9(11)14-8(6)15/h3,5H,2,4H2,1H3,(H2,16,17,18)(H4,10,11,13,14)/p-1/t5-/m0/s1	LWEKFDHXJHJYGB-YFKPBYRVSA-M	
fbearAOPQ`LTyAxX{tq{OIU^rjzsZluTDDTsD@H@	1gaf	301.190	-3.9285	-2.742	8	0	218.55	145.12	none	none	none	20	1	8	[O-]C(CCCC[P@]([O-])(Oc(cc1)ccc1[N+]([O-])=O)=O)=O	InChI=1S/C11H14NO7P/c13-11(14)3-1-2-8-20(17,18)19-10-6-4-9(5-7-10)12(15)16/h4-7H,1-3,8H2,(H,13,14)(H,17,18)/p-2	XVVZSEXTAACTPS-UHFFFAOYSA-L	
fdei@@L\tYpLdTRTTTRRXmV\FMADTSUE@@@	1h1p	247.301	1.7029	-4.184	6	2	193.79	89.71	none	none	none	18	0	3	Nc(nc1OCC2CCCCC2)nc2c1nc[nH]2	InChI=1S/C12H17N5O/c13-12-16-10-9(14-7-15-10)11(17-12)18-6-8-4-2-1-3-5-8/h7-8H,1-6H2,(H3,13,14,15,16,17)	MWGXGTJJAOZBNW-UHFFFAOYSA-N	
fasprFIVKpQgMz@HEqY{vRJIJXqQSS[SSEOAifZifjjZXYP@	2f34	352.346	-4.8399	-1.72	9	1	247.08	176.76	none	none	none	24	1	6	CC(C(N1Cc2c(C([O-])=O)scc2)=O)=CN(C[C@@H](C([O-])=O)[NH3+])C1=O	InChI=1S/C14H15N3O6S/c1-7-4-16(6-9(15)12(19)20)14(23)17(11(7)18)5-8-2-3-24-10(8)13(21)22/h2-4,9H,5-6,15H2,1H3,(H,19,20)(H,21,22)/p-1/t9-/m0/s1	ZTAZUCRXCRXNSU-VIFPVBQESA-M	
